case_id,split_candidate,category_id,category_name,extra_requirement,is_substitutable,proposed_expected_status,proposed_expected_mode,proposed_expected_constraints,proposed_expected_preference_groups,scenario_type,grounding_source,generation_reason,candidate_origin,source_reference,existing_test_case_id,parser_exposure,evaluation_partition_candidate,reviewer_status,corrected_expected_status,corrected_expected_mode,corrected_expected_constraints,corrected_expected_preference_groups,proposed_expected_effective_requirement_mode,corrected_expected_effective_requirement_mode,proposed_expected_passthrough_text,corrected_expected_passthrough_text,reviewer_note
part-a-v2-2-046,STANDARD,health-functional-food:protein,단백질,"바를 제외하지 말고, 다른 형태의 제품들도 추가로 검토해 주시기 바랍니다.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-022-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-047,STANDARD,health-functional-food:eye_health,눈 건강,"1일 1회 복용하는 조건을 빼지 말고, 그 외의 섭취 횟수 옵션들도 함께 따져 보고 싶어요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-023-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-048,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"1일 4회 섭취 제품을 제거하지 마시고, 나머지 다른 후보군도 같이 비교해 주세요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-024-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-049,STANDARD,health-functional-food:eye_health,눈 건강,"환 제형을 제외하지 말고, 그 외의 다른 타입들도 꼼꼼히 검토해 보았으면 좋겠습니다.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-025-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-050,STANDARD,health-functional-food:protein,단백질,"분말을 빼지 마시고, 나머지 다른 제형들도 같이 따져 보며 고민해 보겠습니다.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-026-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-051,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"젤리 형태를 제거하지 말고, 그 외의 다른 후보들도 폭넓게 비교해 주세요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-027-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-052,STANDARD,health-functional-food:eye_health,눈 건강,"루테인 제품을 제외하지 마시고, 그 외의 다른 대안들도 함께 검토해 보고 싶습니다.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-028-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-053,STANDARD,health-functional-food:eye_health,눈 건강,"캡슐을 빼지 마시고, 이번에는 꼭 캡슐로 선택해 주세요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-029-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-054,STANDARD,health-functional-food:protein,단백질,"비오틴을 제거하지 마시고, 비오틴 성분을 반드시 포함해 주시기 바랍니다.",true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-030-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-055,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"젤리를 빼지 말고, 젤리 제형을 꼭 선택해 주세요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-031-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-056,STANDARD,health-functional-food:protein,단백질,"분말을 제거하지 마시고, 분말 타입으로 반드시 포함해 주세요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-032-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-057,STANDARD,health-functional-food:eye_health,눈 건강,"처음에는 가능하면 액상이 안 들어간 쪽이 더 좋겠다고 생각했는데, 다시 생각해보니 마음이 바뀌어서 액상 제형을 반드시 포함하는 것으로 꼭 선택할게요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""MUST""}]",[],NEGATIVE_COMPARATIVE_FINAL_HARD_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-033-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-058,STANDARD,health-functional-food:protein,단백질,"될 수 있으면 비오틴이 안 포함된 쪽이 더 나을 것 같았지만, 아무래도 마음을 바꿔서 비오틴이 반드시 들어간 제품으로 꼭 선택해야겠어요.",true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}]",[],NEGATIVE_COMPARATIVE_FINAL_HARD_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-034-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-059,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"처음에는 가능하면 1일 4회 섭취하는 조건이 안 들어간 쪽이 더 좋겠다고 생각했는데, 마음을 바꿔서 1일 4회 복용하는 것으로 반드시 포함해 최종 확정하겠습니다.",true,PARSED,MUST,"[{""facet_name"":""daily_frequency"",""value_code"":4,""value"":""1일 4회"",""constraint_type"":""MUST""}]",[],NEGATIVE_COMPARATIVE_FINAL_HARD_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-035-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-060,STANDARD,health-functional-food:protein,단백질,"처음에는 가능하면 바 형태가 안 포함된 쪽이 더 좋지 않을까 싶었는데, 다시 생각해보니 마음이 바뀌어서 바 제형을 반드시 포함하는 것으로 꼭 선택할게요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":8,""value"":""바"",""constraint_type"":""MUST""}]",[],NEGATIVE_COMPARATIVE_FINAL_HARD_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-036-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-061,STANDARD,health-functional-food:eye_health,눈 건강,가능하면 환 제형이 안 들어간 쪽이 더 좋을 것 같아요.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-037-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-062,STANDARD,health-functional-food:protein,단백질,될 수 있으면 비오틴 성분이 안 포함된 쪽이 더 나을 듯합니다.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-038-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-063,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,가능하면 과립 형태로 된 것은 안 들어간 쪽이 더 좋겠습니다.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-039-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-064,STANDARD,health-functional-food:protein,단백질,될 수 있으면 분말 타입이 안 포함된 쪽이 더 나을 것 같아요.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-040-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-065,STANDARD,health-functional-food:eye_health,눈 건강,의사 선생님께서 액상 제형은 절대 포함 금지라고 말씀하셨어요.,true,REVIEW,NONE,[],[],REPORTED_NOMINAL_PROHIBITION_ONLY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-041-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-066,STANDARD,health-functional-food:protein,단백질,가족들이 비오틴 성분은 절대 포함 금지라고 하더라고요.,true,REVIEW,NONE,[],[],REPORTED_NOMINAL_PROHIBITION_ONLY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-042-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-067,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,약사님이 과립 형태는 절대 포함 금지라고 신신당부하셨습니다.,true,REVIEW,NONE,[],[],REPORTED_NOMINAL_PROHIBITION_ONLY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-043-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-068,STANDARD,health-functional-food:eye_health,눈 건강,트레이너가 캡슐 제형은 절대 포함 금지라고 전해 주었습니다.,true,REVIEW,NONE,[],[],REPORTED_NOMINAL_PROHIBITION_ONLY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-044-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-069,STANDARD,health-functional-food:protein,단백질,"비오틴은 절대 포함 금지이며, 분말은 반드시 선택하겠습니다.",true,PARSED,MIXED,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""EXCLUDE""},{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}]",[],MULTI_FACET_NOMINAL_PROHIBITION_LOCALITY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-045-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-070,STANDARD,health-functional-food:eye_health,눈 건강,"액상은 반드시 포함 금지이고, 1일 1회 복용하는 조건은 꼭 포함해 주세요.",true,PARSED,MIXED,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""EXCLUDE""},{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 1회"",""constraint_type"":""MUST""}]",[],MULTI_FACET_NOMINAL_PROHIBITION_LOCALITY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-046-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-071,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"1일 4회 섭취하는 것은 절대 포함 금지이며, 젤리 제형은 반드시 선택하겠습니다.",true,PARSED,MIXED,"[{""facet_name"":""daily_frequency"",""value_code"":4,""value"":""1일 4회"",""constraint_type"":""EXCLUDE""},{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}]",[],MULTI_FACET_NOMINAL_PROHIBITION_LOCALITY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-047-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-072,STANDARD,health-functional-food:eye_health,눈 건강,"환 제형은 반드시 포함 금지이고, 루테인 제품은 꼭 포함하는 것으로 확정합니다.",true,PARSED,MIXED,"[{""facet_name"":""product_form"",""value_code"":7,""value"":""환"",""constraint_type"":""EXCLUDE""},{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""루테인 제품"",""constraint_type"":""MUST""}]",[],MULTI_FACET_NOMINAL_PROHIBITION_LOCALITY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-048-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-073,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,반드시 젤리 포함 금지,true,PARSED,EXCLUDE,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""EXCLUDE""}]",[],NOMINAL_PROHIBITION_ORDER_VARIATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-003-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-074,STANDARD,health-functional-food:eye_health,눈 건강,절대 액상 포함 금지,true,PARSED,EXCLUDE,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""EXCLUDE""}]",[],NOMINAL_PROHIBITION_ORDER_VARIATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-007-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-075,STANDARD,health-functional-food:protein,단백질,반드시 1일 2회 포함 금지,true,PARSED,EXCLUDE,"[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""EXCLUDE""}]",[],NOMINAL_PROHIBITION_ORDER_VARIATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-011-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-076,STANDARD,health-functional-food:eye_health,눈 건강,캡슐은 반드시 포함해주세요,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-013-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-077,STANDARD,health-functional-food:protein,단백질,비오틴은 반드시 포함해주세요,true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-014-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-078,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,젤리는 반드시 포함해주세요,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-015-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-079,STANDARD,health-functional-food:eye_health,눈 건강,"가능하면 루테인 제품 포함하는 편이면 좋겠어요, 있으면 더 고려할게요",true,PARSED,PREFER,"[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""루테인 제품"",""constraint_type"":""PREFER""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-017-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-080,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"될 수 있으면 1일 2회로 복용하는 방식이면 더 선호해요, 가능하면 그렇게 볼게요",true,PARSED,PREFER,"[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-018-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-081,STANDARD,health-functional-food:eye_health,눈 건강,"액상을 빼지 마세요, 그 외 다른 제형들로 비교해 보면서 결정해 보세요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-019-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-082,STANDARD,health-functional-food:protein,단백질,"비오틴을 빼지 마세요, 다른 보충제 후보들과 검토해 보세요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-020-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-083,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"과립을 빼지 마세요, 나머지 제형들하고 비교해 보다 골라볼게요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-021-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-084,STANDARD,health-functional-food:protein,단백질,"바를 제외하지 마세요, 그 외 다른 타입들을 검토해 보면서 판단해 보세요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-022-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-085,STANDARD,health-functional-food:eye_health,눈 건강,"1일 1회를 제거하지 마세요, 다른 횟수 옵션들과 비교해 보세요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-023-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-086,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"1일 4회를 빼지 마세요, 그 외 복용 빈도들끼리 비교해 보다 정해볼게요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-024-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-087,STANDARD,health-functional-food:eye_health,눈 건강,"환을 빼지 마세요, 다른 제형들로 검토해 보고 결정하려 해요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-025-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-088,STANDARD,health-functional-food:protein,단백질,"분말을 빼지 마세요, 나머지 제형들과 비교해 보다 선택할게요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-026-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-089,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"젤리를 빼지 마세요, 다른 후보들과 비교해 보면서 판단할게요",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-027-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-090,STANDARD,health-functional-food:eye_health,눈 건강,"루테인 제품을 빼지 마세요, 그 외 후보들을 비교해 보며 검토해 보겠습니다",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-028-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
