case_id,partition,category_id,extra_requirement,expected_json,actual_json,status_match,parser_mode_match,effective_mode_match,constraints_match,preference_groups_match,passthrough_match,row_pass
part-a-v2-2-048,DEV,health-functional-food:probiotics,"1일 4회 섭취 제품을 제거하지 마시고, 나머지 다른 후보군도 같이 비교해 주세요.","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-049,DEV,health-functional-food:eye_health,"환 제형을 제외하지 말고, 그 외의 다른 타입들도 꼼꼼히 검토해 보았으면 좋겠습니다.","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-050,DEV,health-functional-food:protein,"분말을 빼지 마시고, 나머지 다른 제형들도 같이 따져 보며 고민해 보겠습니다.","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-051,DEV,health-functional-food:probiotics,"젤리 형태를 제거하지 말고, 그 외의 다른 후보들도 폭넓게 비교해 주세요.","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-052,DEV,health-functional-food:eye_health,"루테인 제품을 제외하지 마시고, 그 외의 다른 대안들도 함께 검토해 보고 싶습니다.","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-053,DEV,health-functional-food:eye_health,"캡슐을 빼지 마시고, 이번에는 꼭 캡슐로 선택해 주세요.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-054,DEV,health-functional-food:protein,"비오틴을 제거하지 마시고, 비오틴 성분을 반드시 포함해 주시기 바랍니다.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-055,DEV,health-functional-food:probiotics,"젤리를 빼지 말고, 젤리 제형을 꼭 선택해 주세요.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-056,DEV,health-functional-food:protein,"분말을 제거하지 마시고, 분말 타입으로 반드시 포함해 주세요.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-057,DEV,health-functional-food:eye_health,"처음에는 가능하면 액상이 안 들어간 쪽이 더 좋겠다고 생각했는데, 다시 생각해보니 마음이 바뀌어서 액상 제형을 반드시 포함하는 것으로 꼭 선택할게요.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-058,DEV,health-functional-food:protein,"될 수 있으면 비오틴이 안 포함된 쪽이 더 나을 것 같았지만, 아무래도 마음을 바꿔서 비오틴이 반드시 들어간 제품으로 꼭 선택해야겠어요.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-059,DEV,health-functional-food:probiotics,"처음에는 가능하면 1일 4회 섭취하는 조건이 안 들어간 쪽이 더 좋겠다고 생각했는데, 마음을 바꿔서 1일 4회 복용하는 것으로 반드시 포함해 최종 확정하겠습니다.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":4,""value"":""1일 4회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":4,""value"":""1일 4회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-060,DEV,health-functional-food:protein,"처음에는 가능하면 바 형태가 안 포함된 쪽이 더 좋지 않을까 싶었는데, 다시 생각해보니 마음이 바뀌어서 바 제형을 반드시 포함하는 것으로 꼭 선택할게요.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":8,""value"":""바"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":8,""value"":""바"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-061,DEV,health-functional-food:eye_health,가능하면 환 제형이 안 들어간 쪽이 더 좋을 것 같아요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-062,DEV,health-functional-food:protein,될 수 있으면 비오틴 성분이 안 포함된 쪽이 더 나을 듯합니다.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-063,DEV,health-functional-food:probiotics,가능하면 과립 형태로 된 것은 안 들어간 쪽이 더 좋겠습니다.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-064,DEV,health-functional-food:protein,될 수 있으면 분말 타입이 안 포함된 쪽이 더 나을 것 같아요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-065,DEV,health-functional-food:eye_health,의사 선생님께서 액상 제형은 절대 포함 금지라고 말씀하셨어요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-066,DEV,health-functional-food:protein,가족들이 비오틴 성분은 절대 포함 금지라고 하더라고요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-067,DEV,health-functional-food:probiotics,약사님이 과립 형태는 절대 포함 금지라고 신신당부하셨습니다.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-068,DEV,health-functional-food:eye_health,트레이너가 캡슐 제형은 절대 포함 금지라고 전해 주었습니다.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-069,DEV,health-functional-food:protein,"비오틴은 절대 포함 금지이며, 분말은 반드시 선택하겠습니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""EXCLUDE""},{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""EXCLUDE""},{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-070,DEV,health-functional-food:eye_health,"액상은 반드시 포함 금지이고, 1일 1회 복용하는 조건은 꼭 포함해 주세요.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""EXCLUDE""},{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 1회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""EXCLUDE""},{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 1회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-071,DEV,health-functional-food:probiotics,"1일 4회 섭취하는 것은 절대 포함 금지이며, 젤리 제형은 반드시 선택하겠습니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":4,""value"":""1일 4회"",""constraint_type"":""EXCLUDE""},{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":4,""value"":""1일 4회"",""constraint_type"":""EXCLUDE""},{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-072,DEV,health-functional-food:eye_health,"환 제형은 반드시 포함 금지이고, 루테인 제품은 꼭 포함하는 것으로 확정합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":7,""value"":""환"",""constraint_type"":""EXCLUDE""},{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""루테인 제품"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":7,""value"":""환"",""constraint_type"":""EXCLUDE""},{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""루테인 제품"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-073,DEV,health-functional-food:probiotics,반드시 젤리 포함 금지,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-074,DEV,health-functional-food:eye_health,절대 액상 포함 금지,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-075,DEV,health-functional-food:protein,반드시 1일 2회 포함 금지,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-076,DEV,health-functional-food:eye_health,캡슐은 반드시 포함해주세요,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-077,DEV,health-functional-food:protein,비오틴은 반드시 포함해주세요,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-078,DEV,health-functional-food:probiotics,젤리는 반드시 포함해주세요,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-079,DEV,health-functional-food:eye_health,"가능하면 루테인 제품 포함하는 편이면 좋겠어요, 있으면 더 고려할게요","{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""루테인 제품"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""루테인 제품"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-080,DEV,health-functional-food:probiotics,"될 수 있으면 1일 2회로 복용하는 방식이면 더 선호해요, 가능하면 그렇게 볼게요","{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-081,DEV,health-functional-food:eye_health,"액상을 빼지 마세요, 그 외 다른 제형들로 비교해 보면서 결정해 보세요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-082,DEV,health-functional-food:protein,"비오틴을 빼지 마세요, 다른 보충제 후보들과 검토해 보세요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-083,DEV,health-functional-food:probiotics,"과립을 빼지 마세요, 나머지 제형들하고 비교해 보다 골라볼게요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-084,DEV,health-functional-food:protein,"바를 제외하지 마세요, 그 외 다른 타입들을 검토해 보면서 판단해 보세요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-085,DEV,health-functional-food:eye_health,"1일 1회를 제거하지 마세요, 다른 횟수 옵션들과 비교해 보세요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-086,DEV,health-functional-food:probiotics,"1일 4회를 빼지 마세요, 그 외 복용 빈도들끼리 비교해 보다 정해볼게요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-087,DEV,health-functional-food:eye_health,"환을 빼지 마세요, 다른 제형들로 검토해 보고 결정하려 해요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-088,DEV,health-functional-food:protein,"분말을 빼지 마세요, 나머지 제형들과 비교해 보다 선택할게요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-089,DEV,health-functional-food:probiotics,"젤리를 빼지 마세요, 다른 후보들과 비교해 보면서 판단할게요","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-090,DEV,health-functional-food:eye_health,"루테인 제품을 빼지 마세요, 그 외 후보들을 비교해 보며 검토해 보겠습니다","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-091,DEV,health-functional-food:eye_health,캡슐을 빼지 마세요. 캡슐로 꼭 선택해 주세요,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-092,DEV,health-functional-food:protein,비오틴을 빼지 마세요. 비오틴은 반드시 포함해 선택해 주세요,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-093,DEV,health-functional-food:probiotics,젤리를 빼지 마세요. 젤리로 꼭 선택해 주세요,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
